journey_id,annotator,annotation
87e3f296-53e7-11ec-ba50-7141cdffa5ef,5,They differ
fff7ea5a-59b2-11ec-b517-a37b668d3576,1,They differ
9a59f870-5681-11ec-98c5-979a1a1bc638,2,Both are the same
9a59f870-5681-11ec-98c5-979a1a1bc638,4,Both are the same
9a59f870-5681-11ec-98c5-979a1a1bc638,3,Both are the same
8cd148f1f29340abb633fd211248f26a,7,I don't know
8cd148f1f29340abb633fd211248f26a,2,I don't know
c93661d2-568b-11ec-977c-d7bc80dc28ab,1,They differ
c93661d2-568b-11ec-977c-d7bc80dc28ab,6,They differ
bc6b0a72-5812-11ec-a576-a94fc4ad0d80,8,They differ
20a50903-59b2-11ec-b402-6bd3927469ec,2,They differ
c5ea19f1-5834-11ec-b8f5-d33e32f2c91b,1,They differ
10226fba-56f0-11ec-ad8d-518f69c7de72,1,Both are the same
e4b3eefa-5465-11ec-a6f9-03f067ee0190,7,Both are the same
f394feef-5754-11ec-8f3f-6fd403c10116,8,They differ
5bf1f646-5465-11ec-ab3e-df60a928c589,3,They differ
8df432d9-5ae3-11ec-83fe-3769381f3803,6,They differ
8df432d9-5ae3-11ec-83fe-3769381f3803,8,Both are the same
a7d82076-52b7-11ec-9e8e-1761db1451d2,3,They differ
a7d82076-52b7-11ec-9e8e-1761db1451d2,2,They differ
aab4054a-568b-11ec-8be9-fdd7f812a781,1,They differ
aab4054a-568b-11ec-8be9-fdd7f812a781,8,Both are the same
cc5a0399-573f-11ec-a472-df0f37bfd330,6,Both are the same
540e1e06-5653-11ec-b2ab-010117237c8e,3,Both are the same
2ea25c6c-57d0-11ec-b38e-473da47a453c,2,Both are the same
267d3efa-59f3-11ec-8c5e-e91e8819b5d6,2,They differ
5da97ac6-5af1-11ec-a15b-734dc0951340,3,They differ
a421d45a-54a5-11ec-84e1-2768ae3cb567,7,Both are the same
5fb706ba-53c8-11ec-af82-4bbf0d834445,1,They differ
e128cb30-5750-11ec-97ba-017327ae73ec,6,Both are the same
70801f20-547e-11ec-a22c-5f64009b77f2,2,They differ
70801f20-547e-11ec-a22c-5f64009b77f2,6,They differ
4d6a0076-5497-11ec-a603-299a71386dc3,2,They differ
6ba7af96-5a39-11ec-beae-8f3528a037b1,8,Both are the same
6ba7af96-5a39-11ec-beae-8f3528a037b1,7,Both are the same
0dd29bce-5bbf-11ec-924a-27e0e1c4007e,3,They differ
0dd29bce-5bbf-11ec-924a-27e0e1c4007e,7,I don't know
7e5673e7-54a3-11ec-8565-d5fa29b83cd4,2,They differ
9278ee6a-5694-11ec-a06c-2362b3d0597d,2,Both are the same
3dcc3ef4-5462-11ec-8672-3ff7a078858f,3,They differ
059b159c-59a8-11ec-98f2-451a02adc346,2,They differ
dbfaa146-54f4-11ec-8edb-651f79c19b15,1,They differ
1d89e740-5511-11ec-ab7f-2f0a62a11838,8,They differ
90f86d1c-5c58-11ec-a085-edc058dddb58,3,They differ
e61e2214-5c57-11ec-b2ac-57d624764fae,1,Both are the same
60532496-551c-11ec-8ce8-ef8de5c0be50,1,They differ
347ec794-539c-11ec-a816-6985eff45a60,7,They differ
8f2343a6-575f-11ec-b5a2-3d55dec1d240,8,Both are the same
df11e868-5719-11ec-84ae-b5460250047e,7,I don't know
47adc55e-5cf6-11ec-bc79-65cb125c5bab,2,They differ
8e69cf1c-595c-11ec-81ab-ffdb732cad36,2,They differ
a76212ec-5577-11ec-8389-b10cb5ffcbd9,1,I don't know
890ea5f0-52cb-11ec-a7ad-37a93a999cc4,6,They differ
82c865e6-5494-11ec-a8f9-5f41223c467d,8,I don't know
9ae865a2-553b-11ec-8932-0bcdadcc5fff,1,They differ
9ae865a2-553b-11ec-8932-0bcdadcc5fff,8,I don't know
cf3d63ee-5952-11ec-ae51-896ffd8a7cdc,7,They differ
761a176c-59ca-11ec-a33c-21dd54ed682c,1,Both are the same
84806a22-56aa-11ec-a4a3-59a66fe14848,2,They differ
ac49b946-53a3-11ec-86d7-01c66962d851,5,Both are the same
08b6c7ea-5af0-11ec-8c09-c92c1bb3686d,1,They differ
08b6c7ea-5af0-11ec-8c09-c92c1bb3686d,6,They differ
08b6c7ea-5af0-11ec-8c09-c92c1bb3686d,2,They differ
fc7cde1d-57c8-11ec-bc87-7f174775cc8a,2,I don't know
75b8f788-579d-11ec-860f-99a181dfaf6a,2,Both are the same
a5269384-533f-11ec-9482-f1de67123662,7,Both are the same
911d7232-56a4-11ec-82a5-65072fcbad5e,1,They differ
4c61f203-5a9f-11ec-b3a5-133632a165d5,2,I don't know
710d53a0-56e9-11ec-ba31-c72f5f6fe7b4,7,They differ
78d09c97-55e2-11ec-8eca-d1d804eddd93,1,They differ
111fddf0-5484-11ec-9586-1f7742f8f698,2,Both are the same
111fddf0-5484-11ec-9586-1f7742f8f698,1,Both are the same
3148f5ce-53b2-11ec-bfb8-23b470a08fb4,3,They differ
4f6b22de-5ae7-11ec-886a-05a92bc80bba,7,Both are the same
beb74a1c-56c0-11ec-a4cb-5fa0de697507,3,They differ
83cfed7b-5d0e-11ec-9c15-0975eecbc21a,4,They differ
b5d76ae2-5c30-11ec-8ebd-f1f13ae45c49,6,They differ
b5d76ae2-5c30-11ec-8ebd-f1f13ae45c49,2,They differ
c7ea610e-5496-11ec-9ddd-e109a492f151,2,They differ
c7ea610e-5496-11ec-9ddd-e109a492f151,6,They differ
2c79b942-5572-11ec-81f4-45f63fd8cc6c,3,They differ
035e7d0f-58ed-11ec-9383-71d37ac2db6e,2,They differ
d1c09525-5af1-11ec-aa7c-3baf39a186b9,3,They differ
d1c09525-5af1-11ec-aa7c-3baf39a186b9,7,They differ
5439777e-57d2-11ec-a92c-3704e99b5717,7,Both are the same
fcd92f65-55a1-11ec-921c-35ef8ae3b637,1,They differ
e3038536-5952-11ec-9402-7fb9b6f4e6a8,1,Both are the same
85ffec7c-5c49-11ec-9ad9-591ea619de58,2,Both are the same
8236171c-5305-11ec-9c24-afb75228bcf9,1,I don't know
a36ceea0-559f-11ec-95bf-616ddb94b490,8,They differ
33f217b2-52a7-11ec-bd18-a976baaf4ec7,3,They differ
1da4fd3c-5a9d-11ec-bc01-bf53b370bd42,2,They differ
29be6d5a-52d5-11ec-abd9-99cfa29f47f5,1,Both are the same
29be6d5a-52d5-11ec-abd9-99cfa29f47f5,1,Both are the same
ec1fdd0c-5a30-11ec-b7c1-fb7ba03a4280,7,Both are the same
b7741042-59c6-11ec-ab21-cd99428f6765,7,Both are the same
b7741042-59c6-11ec-ab21-cd99428f6765,7,Both are the same
e779a74a-5b22-11ec-934b-d94dcd8a9115,7,Both are the same
ea23911a-5c6e-11ec-9916-719b621c429c,2,Both are the same
571ec16c-5a11-11ec-b168-ebcbb633d320,2,Both are the same
1064365f-5373-11ec-b8bf-2d3244f50e31,7,Both are the same
b44a6e28-5d2e-11ec-a19c-11ee1b0d2ac7,1,They differ
2efc122f-550d-11ec-b404-1fa436dc71f9,3,They differ
42ce8a5c-562a-11ec-a9e7-0fea42c5cbf1,1,They differ
3d7cbb50-5cea-11ec-aadb-b3f2a9b51b0e,2,Both are the same
25f6435c-58df-11ec-8de2-3557c1d0847d,7,They differ
d50fe5d2-53a9-11ec-8fa8-9521fea5aacc,2,Both are the same
af189508-5ab1-11ec-a444-132001f0ac8a,1,They differ
8fbe2802-5627-11ec-8ca6-5b519f0a9c6a,7,Both are the same
3b5be260-5cdb-11ec-a016-f91f6d7c8d73,2,Both are the same
3b5be260-5cdb-11ec-a016-f91f6d7c8d73,2,Both are the same
84759d34-531b-11ec-ae85-bb8c783d393c,1,Both are the same
ba481c27-5d1f-11ec-945f-2ddc996ae27d,7,Both are the same
f602bd7b-5bb7-11ec-a906-2b4c7a90d804,7,They differ
f602bd7b-5bb7-11ec-a906-2b4c7a90d804,7,They differ
c1eefd5a-5ae5-11ec-8c56-abd4c2140d3c,8,They differ
c1eefd5a-5ae5-11ec-8c56-abd4c2140d3c,6,They differ
251ec4ac-5620-11ec-8fdf-15cf982dc75a,1,I don't know
251ec4ac-5620-11ec-8fdf-15cf982dc75a,8,Both are the same
2917d604-53b2-11ec-86a0-6b4f8a4fcaef,2,They differ
fcc8237f-5c26-11ec-b678-972e7efc2a79,7,They differ
fcc8237f-5c26-11ec-b678-972e7efc2a79,3,They differ
83ecb370-56e5-11ec-877b-f51d47fc54bd,7,Both are the same
b60fc7c7-523e-11ec-9c53-c9f78270938f,7,Both are the same
554d89cc-577b-11ec-98e8-3f4bf96a945d,2,They differ
28989b1a-5adb-11ec-9c45-6553c67522d1,1,They differ
28989b1a-5adb-11ec-9c45-6553c67522d1,6,They differ
a1f8e598-55f8-11ec-8d54-7da44eb6c2e7,7,Both are the same
cbf4d48e-5aa7-11ec-b3c0-615e755c4eaa,7,Both are the same
4a451016-53b8-11ec-b9b0-3191ab2467ad,6,They differ
c0fb5c5a-5544-11ec-881a-4f8f80f964fe,1,They differ
c0fb5c5a-5544-11ec-881a-4f8f80f964fe,8,They differ
06383604-5409-11ec-8bb1-7b5ed28a271e,2,They differ
61f03628-57cd-11ec-b760-3d747ed660de,8,Both are the same
07dfc7d6-56b8-11ec-8818-0b41b490f0dc,6,They differ
2ddb4788-5d2c-11ec-9cb3-8bb6abaee5bf,7,Both are the same
36c0bb9b-53b1-11ec-adff-45a5897ff4bd,2,They differ
36c0bb9b-53b1-11ec-adff-45a5897ff4bd,1,They differ
f31885f8-5ce9-11ec-9d1a-a9abe79c82f9,7,Both are the same
0ac1eb62-5ac0-11ec-84a0-a3035bc913c9,2,They differ
a16b85e4-5aed-11ec-a1ad-739b2a5cbe62,1,They differ
cb072a4d-56b0-11ec-a40b-af07e7df0e12,4,They differ
ea5f8ba4-52e0-11ec-b1e1-1b62b8b71eb3,7,Both are the same
698bee8a-5a04-11ec-8fc8-6b84be2abef3,7,They differ
8e6697c5-5439-11ec-9a51-05664610346a,7,They differ
8e6697c5-5439-11ec-9a51-05664610346a,6,They differ
6f35ef67-531f-11ec-a87b-fbf7de78abb4,7,They differ
7e35cbfa-5957-11ec-a9a1-0be43bcb8784,6,Both are the same
7e42de42-5562-11ec-a3d2-030679e65f69,2,Both are the same
2e40eeaa-5947-11ec-aebd-81a784a43d75,7,Both are the same
da01795f-5845-11ec-a5f7-bb79222a307d,7,They differ
4afdb069-55f9-11ec-bad5-0f8da6a3ffee,2,They differ
085922b6-52ff-11ec-b849-c5be2940f1d4,8,They differ
151be1de-561b-11ec-855f-9744eb94263a,3,Both are the same
0493a166-55dd-11ec-bdb2-5f8f3c5c36e1,1,They differ
f2ec58cc-5615-11ec-84f0-a56f5cce867c,7,Both are the same
87807324-5a90-11ec-b31b-6762a62103bd,1,Both are the same
5128e386-57c7-11ec-9448-75d405b2ce9a,7,Both are the same
5128e386-57c7-11ec-9448-75d405b2ce9a,7,Both are the same
09328fab-584c-11ec-8e50-13efeb32bb1d,1,They differ
d9c0ce0c-5695-11ec-9324-05c4ae808156,7,They differ
b83b0916-59b9-11ec-a6ce-01c3fabbe1b9,1,They differ
488a3038-5989-11ec-ae0b-1123c0b00499,3,They differ
488a3038-5989-11ec-ae0b-1123c0b00499,2,They differ
635d1b61-559f-11ec-bf54-2de64209cfda,2,They differ
92a61d7b-5303-11ec-bfe0-3f2f4d0cbd96,8,They differ
bd87e34c-54b6-11ec-853f-b3968015216d,1,Both are the same
e18ff44d-53e0-11ec-9ad3-7d181439f2b7,2,I don't know
685af1ac-5b5f-11ec-98e6-c79c55186b9a,6,I don't know
e51af597-57e1-11ec-9f0f-75654d7c8d6c,2,Both are the same
af9bc16e-5370-11ec-b14f-09bb3af5783f,4,They differ
25dfd229-535a-11ec-bedb-bf2f53826f29,2,They differ
25dfd229-535a-11ec-bedb-bf2f53826f29,7,They differ
58e47bf7-529b-11ec-99a7-6dfecbe3d658,8,They differ
b5edf31e-5494-11ec-969e-75d8d90d5d82,7,Both are the same
b5edf31e-5494-11ec-969e-75d8d90d5d82,2,I don't know
4420d456-5d25-11ec-adfd-83b960b778de,7,They differ
0b034314-5b05-11ec-a5c1-7d771f993786,6,They differ
d6606c06-526b-11ec-ba34-8da95f469b74,1,They differ
dde7d771-59f9-11ec-8eb1-1b8254db689b,2,Both are the same
baae5fec-5714-11ec-b0a7-9152be8bc503,5,Both are the same
baae5fec-5714-11ec-b0a7-9152be8bc503,7,Both are the same
baae5fec-5714-11ec-b0a7-9152be8bc503,7,Both are the same
a7884eaa-5b8d-11ec-9bed-2d6890289290,2,Both are the same
52807bc4-5478-11ec-b6ca-dfdb3c1bf89c,1,They differ
52807bc4-5478-11ec-b6ca-dfdb3c1bf89c,1,They differ
52807bc4-5478-11ec-b6ca-dfdb3c1bf89c,4,They differ
949ee612-5a86-11ec-a186-4d52ce2d8709,1,Both are the same
3a9f0872-5bcb-11ec-a431-0314df59a111,7,They differ
3a9f0872-5bcb-11ec-a431-0314df59a111,2,They differ
b98c9732-5a8e-11ec-b221-e52a8b6b97fb,7,Both are the same
d2fdac73-5a01-11ec-bb97-9574bc8c5719,3,They differ
519937ea-5408-11ec-a491-7b52e33a1229,2,They differ
519937ea-5408-11ec-a491-7b52e33a1229,1,They differ
656f3818-54a2-11ec-aa99-73829e6d65c3,6,Both are the same
efabde3e-5749-11ec-aead-c950f1a8a46c,2,Both are the same
cc5153be-5c55-11ec-8cdb-7d8e54a379e8,7,Both are the same
72ea01a4-52b1-11ec-aea8-7bcdb315422f,2,I don't know
e7b90118-5be7-11ec-8d31-79884d986527,2,Both are the same
2f97a68c-5cf7-11ec-b9d1-b1e08e488994,1,Both are the same
2ceea55c-5ac2-11ec-92b8-d925aa36467f,2,Both are the same
2b26c0de-5d2d-11ec-9e41-0d66a4b82fcf,2,They differ
4b2b687c-52dc-11ec-a6b9-c9e63d71bb3a,7,They differ
4b2b687c-52dc-11ec-a6b9-c9e63d71bb3a,3,They differ
943757c6-5299-11ec-a3c0-25387d4ff27e,2,They differ
943757c6-5299-11ec-a3c0-25387d4ff27e,2,They differ
89f84a5a-5b85-11ec-a601-87d482cbdb17,4,Both are the same
89f84a5a-5b85-11ec-a601-87d482cbdb17,1,Both are the same
9adadc2e-5a28-11ec-b3f6-49e507ec7df5,2,They differ
0f652543-5ada-11ec-b5e0-a9a3301a98d7,1,Both are the same
36011c8b-54bc-11ec-a27d-4f65131cbeaf,7,They differ
a8deccee-5687-11ec-9be0-9d5bccaa33ae,2,They differ
97c8434b-56a1-11ec-a2be-a15e4467b25d,2,They differ
4b12d54c-537f-11ec-89c7-d73ed6e5d988,1,They differ
314b2974-5d0e-11ec-9dfc-2338fb00c0c9,7,I don't know
c61172e6-54af-11ec-a910-61be8194bba9,7,They differ
d5f7179a-591b-11ec-9a3f-2dfcd842ad35,1,Both are the same
ab1a7fe5-5514-11ec-a851-3f0413ab63f9,4,Both are the same
a22bd5f4-5b6c-11ec-bde0-951161a4cc17,7,Both are the same
a22bd5f4-5b6c-11ec-bde0-951161a4cc17,4,Both are the same
939410e6-5ae8-11ec-93bb-a734ba6e17b7,1,Both are the same
505c0a4a-5471-11ec-ad15-e159a11a2f85,6,They differ
17e8102a-53f5-11ec-b9ef-1fd2a5afe5c1,1,Both are the same
9c2f0609-5327-11ec-8ee1-0bfcde227636,7,Both are the same
6e02ca64-584f-11ec-b45b-b9e7c0898ba3,3,Both are the same
6cf9d008-5376-11ec-8cee-af6c7f4592aa,8,They differ
4165ce48-57a7-11ec-983d-8775f5a538e9,3,Both are the same
8fb0bc15-529d-11ec-b64d-b5dc4f9935e4,2,Both are the same
8fb0bc15-529d-11ec-b64d-b5dc4f9935e4,7,Both are the same
56713fdb-544d-11ec-b902-2dce4a9fc9f8,8,They differ
56713fdb-544d-11ec-b902-2dce4a9fc9f8,1,They differ
8474e418-56cf-11ec-a7fb-2f0bd015285b,6,They differ
8474e418-56cf-11ec-a7fb-2f0bd015285b,2,They differ
aeaf9b94-5951-11ec-9d89-c5b487240ea7,7,They differ
0cf7dd09-5c8c-11ec-83eb-7f24ef688bf3,1,They differ
0cf7dd09-5c8c-11ec-83eb-7f24ef688bf3,2,They differ
9f344c95-5769-11ec-adf2-df75e13dace9,4,Both are the same
688327ab-5934-11ec-a4ae-532f8f670ec5,1,They differ
57b67b4d-5a90-11ec-9450-b5bb9fb45a50,8,They differ
4e1a64c3-5708-11ec-98dc-770751f78bd0,1,Both are the same
4e1a64c3-5708-11ec-98dc-770751f78bd0,7,Both are the same
0528dc89-5430-11ec-a699-af4ed55e1891,7,Both are the same
0528dc89-5430-11ec-a699-af4ed55e1891,3,Both are the same
d65d15cb-565b-11ec-9524-f3cf89a595d1,1,They differ
5b23977c-5ac0-11ec-a95f-274ae453c8b3,7,Both are the same
5b23977c-5ac0-11ec-a95f-274ae453c8b3,2,Both are the same
e6aab234-56d2-11ec-8138-e51956c59138,1,They differ
32963715-599f-11ec-a92e-f3231343bf59,2,I don't know
8e3e7ad3-5969-11ec-887e-bbcc4fe199fe,7,Both are the same
8e3e7ad3-5969-11ec-887e-bbcc4fe199fe,3,Both are the same
4f8359a7-5749-11ec-abf8-9b82da5f65c0,1,They differ
4f8359a7-5749-11ec-abf8-9b82da5f65c0,1,They differ
4f8359a7-5749-11ec-abf8-9b82da5f65c0,7,Both are the same
56e22560-5454-11ec-85c2-0704533e4a6a,7,They differ
028fb5fd-5442-11ec-b2aa-73aeb84505ce,2,They differ
4ba43d1c-59e7-11ec-afdf-b9963b7b0b64,7,They differ
4ba43d1c-59e7-11ec-afdf-b9963b7b0b64,2,They differ
f7f23247-5b0d-11ec-8590-698de225cfb8,2,They differ
6aeed233-5619-11ec-b838-bf4988b1ec47,2,They differ
0334f06c-5a3c-11ec-8efa-c9959934aa79,2,They differ
31c19569-551f-11ec-b36d-177c48427169,2,Both are the same
31c19569-551f-11ec-b36d-177c48427169,2,Both are the same
a29cad0a-5c69-11ec-b88d-25fe3deee4b5,3,They differ
f069c90a-5acf-11ec-87b3-a18682be8b0c,3,They differ
f069c90a-5acf-11ec-87b3-a18682be8b0c,2,They differ
e1c9bb5a-587f-11ec-997b-4f785eaee5ed,1,They differ
e1c9bb5a-587f-11ec-997b-4f785eaee5ed,2,They differ
30b81b9b-5571-11ec-9a1f-5f93a2474644,2,Both are the same
30b81b9b-5571-11ec-9a1f-5f93a2474644,8,Both are the same
a304b939-5679-11ec-b1f8-9185d89f74f9,7,They differ
a304b939-5679-11ec-b1f8-9185d89f74f9,6,They differ
6fa306b4-5365-11ec-9524-679a62ce4c92,2,Both are the same
7defcc96-59a6-11ec-8c89-d95d80942007,7,Both are the same
6971494e-58fb-11ec-af2e-4933b4c9f5b8,3,Both are the same
6971494e-58fb-11ec-af2e-4933b4c9f5b8,1,Both are the same
26060bcd-542b-11ec-b74d-752c909d577c,7,Both are the same
f3e9a73a-59c8-11ec-aaa3-59da28c13edf,1,They differ
77bfc0e0-548d-11ec-8bc6-479237dacc22,2,Both are the same
3b086c18-5617-11ec-8d6d-03daeb1e5992,7,Both are the same
0b0c7e93-5832-11ec-8605-31c40710cc30,7,Both are the same
75610bd0-5cb2-11ec-ab49-8db7bc162eb9,3,Both are the same
bd86d1b4-5394-11ec-b8e3-b70347559bbf,7,They differ
e50ae932-5396-11ec-b8e1-d3bb8c3d9245,7,They differ
7755dc28-5adb-11ec-b742-cfa96292438c,8,They differ
26652c66-58d7-11ec-916a-f1a78754e55b,2,They differ
315401e6-5811-11ec-b95a-157217c2bff0,7,They differ
d7dbecf2-5b6e-11ec-a029-67b48f1e225d,6,Both are the same
29e4c7f4-5443-11ec-8cce-73032335943e,7,Both are the same
e0adcc31-59bd-11ec-b28b-e15082a2eb50,1,They differ
e0adcc31-59bd-11ec-b28b-e15082a2eb50,2,They differ
685c4910-59f9-11ec-a039-57ceb6396613,1,They differ
683ac893-5b10-11ec-9bbf-7d125d555796,2,Both are the same
f39a3de8-5c47-11ec-85ae-5b9d60b29d6f,3,They differ
5659f95b-5559-11ec-849a-e589e0a5a7ca,6,They differ
c5e1c980-5854-11ec-ab71-dd8a7f6bc23f,2,Both are the same
5458f135-5bc6-11ec-bd75-e7553d4b64fd,3,They differ
4fb6831b-5a4f-11ec-8d92-85e75170cae6,2,They differ
c0a51267-5a36-11ec-954d-3d72f4935605,3,They differ
c0a51267-5a36-11ec-954d-3d72f4935605,2,They differ
079bd907-57d4-11ec-94f7-4b024e5e7305,7,They differ
a2fadddd-5a3c-11ec-8232-53cac19ae2db,2,Both are the same
a2fadddd-5a3c-11ec-8232-53cac19ae2db,1,Both are the same
b8f5c360-55ad-11ec-b9b0-cd4fce0434c6,7,Both are the same
9e537b10-5d0a-11ec-982a-6d9893aa3398,2,They differ
9e537b10-5d0a-11ec-982a-6d9893aa3398,2,They differ
f8c159d4-5ce0-11ec-aceb-f3299618f480,8,They differ
f8c159d4-5ce0-11ec-aceb-f3299618f480,8,They differ
ba66dc96-568b-11ec-83df-4dc68b35d4cd,8,Both are the same
4e579a55-5a9a-11ec-a7d7-bf328a74f3d4,2,They differ
4e579a55-5a9a-11ec-a7d7-bf328a74f3d4,2,They differ
b572cfec-582f-11ec-95c2-8b2b1c47be4d,2,Both are the same
69068fd0-55fc-11ec-8693-db5912d91efa,7,Both are the same
8a799450-5ad3-11ec-ae5e-8936ea38b7d7,3,Both are the same
8a799450-5ad3-11ec-ae5e-8936ea38b7d7,1,Both are the same
59f61ee4-53d4-11ec-8483-fb9a6e9e0a73,2,They differ
a1607536-5500-11ec-944c-75947c12f42e,1,They differ
d2a7bf3a-545d-11ec-9999-11c8a50ac83e,1,They differ
5f822ca0-5ae5-11ec-969a-3913540a71ef,2,Both are the same
63aece36-5450-11ec-9a4c-f53138ac850c,7,Both are the same
63aece36-5450-11ec-9a4c-f53138ac850c,3,Both are the same
920f0212-55bb-11ec-be8b-e5102c74b900,1,They differ
920f0212-55bb-11ec-be8b-e5102c74b900,2,They differ
98b1acc0-58e3-11ec-b6e1-f58529fb9c42,8,Both are the same
98b1acc0-58e3-11ec-b6e1-f58529fb9c42,1,Both are the same
608e3268-54b8-11ec-b217-ed7b6d2e6851,2,Both are the same
608e3268-54b8-11ec-b217-ed7b6d2e6851,6,Both are the same
5def20b3-583b-11ec-be1c-77ab9e49feb2,8,They differ
5def20b3-583b-11ec-be1c-77ab9e49feb2,3,They differ
0ae17126-52a9-11ec-bc93-2143a6cb0ad2,3,They differ
4da7e961-5c0e-11ec-9b1b-7baed70759e4,1,They differ
d3347faf-5b10-11ec-b38e-3dfffeee510d,1,They differ
90b6cba7-5a43-11ec-83b7-8f61842d601a,2,Both are the same
90b6cba7-5a43-11ec-83b7-8f61842d601a,7,Both are the same
12fa119b-545e-11ec-87d2-0d5f55adf38f,7,Both are the same
ead12a12-5915-11ec-a00d-533cff9b39b5,2,They differ
ead12a12-5915-11ec-a00d-533cff9b39b5,7,They differ
6165bdea-5755-11ec-8707-db8c38b8c5e1,6,They differ
6165bdea-5755-11ec-8707-db8c38b8c5e1,2,They differ
ad6e05a6-5758-11ec-a808-d985cc347cf4,6,They differ
ad6e05a6-5758-11ec-a808-d985cc347cf4,7,They differ
2273ab05-55b5-11ec-9543-f12f52efd4c3,7,They differ
a65227ce-572b-11ec-bd6d-f30084826002,7,Both are the same
53f0de3e-5894-11ec-8fc6-b521f4a4332f,2,Both are the same
48cee9f0-53f4-11ec-8b98-c969ce8afbbe,1,They differ
91500fa2-59e8-11ec-a240-e5b12620649f,7,They differ
91500fa2-59e8-11ec-a240-e5b12620649f,8,They differ
b1970234-53f1-11ec-b318-1361a3a3269c,3,Both are the same
961cc8fa-53d9-11ec-a00c-d35e4b310744,2,Both are the same
39d221ec-5b26-11ec-8d22-9165e1d02d17,7,They differ
39d221ec-5b26-11ec-8d22-9165e1d02d17,7,They differ
8e741dba-54b9-11ec-9d76-8fd9ab462883,3,Both are the same
ba586420-54ad-11ec-beec-83d1882bef83,2,Both are the same
60112739-52ce-11ec-b416-e3bca17fc89d,7,They differ
d5859c75-5b74-11ec-83f3-9b2df5ae2f74,2,Both are the same
93d172fd-53f6-11ec-8ec5-ebcc6a258783,7,They differ
9a3eda93-53b1-11ec-bd72-dd6d5d5b22e6,7,Both are the same
4b7b7400-57bd-11ec-a2c5-47fd5a3e3d71,2,They differ
4b7b7400-57bd-11ec-a2c5-47fd5a3e3d71,2,They differ
9456c271-5859-11ec-89ae-076ee66849b6,7,They differ
9456c271-5859-11ec-89ae-076ee66849b6,2,They differ
7a2a0558-5a45-11ec-b14d-1dac10f374eb,7,They differ
8b265de4-5c35-11ec-acbc-9b77efe0ed52,2,They differ
8b265de4-5c35-11ec-acbc-9b77efe0ed52,7,They differ
08d15219-5c74-11ec-b553-37e6126a6431,7,They differ
ccada0b2-548f-11ec-9b74-b9d964ef4d8d,8,They differ
ad87a405-5538-11ec-9452-3bf2c3bdd4ed,2,They differ
ff459060-5761-11ec-80ee-790d1b3902cf,2,Both are the same
27db3dbe-5a47-11ec-9c4a-735dd01f8df4,1,Both are the same
e87507b1-5740-11ec-804e-a712947b0648,3,Both are the same
ed63b820-56a0-11ec-97e7-db2bddb2063f,1,They differ
ed63b820-56a0-11ec-97e7-db2bddb2063f,2,They differ
b3df0630-54a3-11ec-b344-ab8c7bd1aa5c,7,Both are the same
b3df0630-54a3-11ec-b344-ab8c7bd1aa5c,6,They differ
b3df0630-54a3-11ec-b344-ab8c7bd1aa5c,4,Both are the same
b3df0630-54a3-11ec-b344-ab8c7bd1aa5c,2,Both are the same
7da84476-53dd-11ec-9169-136738e01cc3,3,They differ
55ad36d6-57aa-11ec-8640-61357a37aa3b,8,Both are the same
55ad36d6-57aa-11ec-8640-61357a37aa3b,2,Both are the same
330d5026-5b04-11ec-8d56-315e9bebce79,2,They differ
330d5026-5b04-11ec-8d56-315e9bebce79,7,They differ
330d5026-5b04-11ec-8d56-315e9bebce79,2,They differ
c07c037d-5ac6-11ec-8eea-39ff128c2ed7,7,They differ
243d5574-5742-11ec-bbe8-418cd299de4e,3,Both are the same
b9767e1a-5927-11ec-9f80-bf26370d6791,2,They differ
3b7a6e56-5ce8-11ec-a662-295040db17ea,3,Both are the same
3b7a6e56-5ce8-11ec-a662-295040db17ea,6,I don't know
89f1dbae-543f-11ec-a552-275807533830,2,They differ
4c3466aa-568e-11ec-af97-491051e1d0a5,1,They differ
e4fd001a-554c-11ec-a5a4-d7416b6363a2,2,They differ
cbb7041c-55a0-11ec-aefe-83cb27c3c837,3,They differ
4af5763e-5ced-11ec-8094-f52e71c1ac57,7,Both are the same
a84226cc-52f7-11ec-8913-9d855e5bbe32,3,Both are the same
03fbcab6-542c-11ec-af31-0bcfd067a5ff,3,Both are the same
03fbcab6-542c-11ec-af31-0bcfd067a5ff,1,Both are the same
2bf22d8c-5cf4-11ec-9634-db1788ef389a,3,Both are the same
88c40b77-5767-11ec-bb27-81dfa4fa0d44,4,Both are the same
88c40b77-5767-11ec-bb27-81dfa4fa0d44,7,Both are the same
09313a21-5c76-11ec-b8de-6f7115c12387,2,They differ
fd04269c-52f0-11ec-bd53-31eece3a64ba,2,They differ
fd04269c-52f0-11ec-bd53-31eece3a64ba,3,They differ
344b176b-55e9-11ec-8949-cd74762e0c63,7,I don't know
c9009c1b-52d3-11ec-9c4c-b1c7bf1732b9,2,They differ
b790efe1-54dc-11ec-b31d-2155b153ddb4,4,Both are the same
3f025564-5c8d-11ec-853b-c57ba54820c5,2,They differ
a427cee3-57d7-11ec-b6de-595230747a45,4,Both are the same
a427cee3-57d7-11ec-b6de-595230747a45,1,They differ
fbd21b66-5c60-11ec-99d0-635c3c6fcbf9,4,I don't know
38da3414-5ac5-11ec-ac10-e33500d1d5a7,1,They differ
1d962a2e-5b28-11ec-9d8f-6565efbcf8ea,3,Both are the same
0db60f66-5920-11ec-8ff1-2daf37baf13c,1,Both are the same
